,simulation,time,R_c
348,cgenff/SM27/SM27/FEP/water/VDW/0850,5000,0.027
349,cgenff/SM27/SM27/FEP/water/VDW/0900,5000,0.0364
350,cgenff/SM27/SM27/FEP/water/VDW/0950,5000,0.0074
351,cgenff/SM27/SM27/FEP/water/VDW/1000,5000,0.0082
352,cgenff/SM28/SM28/FEP/octanol/Coulomb/0000,1000000,0.2291
353,cgenff/SM28/SM28/FEP/octanol/Coulomb/0125,1000000,0.1418
354,cgenff/SM28/SM28/FEP/octanol/Coulomb/0250,1000000,0.1156
355,cgenff/SM28/SM28/FEP/octanol/Coulomb/0375,700000,0.0486
356,cgenff/SM28/SM28/FEP/octanol/Coulomb/0500,200000,0.0088
357,cgenff/SM28/SM28/FEP/octanol/Coulomb/0750,300000,0.0389
358,cgenff/SM28/SM28/FEP/octanol/Coulomb/1000,125000,0.0435
359,cgenff/SM28/SM28/FEP/octanol/VDW/0000,75000,0.0334
360,cgenff/SM28/SM28/FEP/octanol/VDW/0050,75000,0.0229
361,cgenff/SM28/SM28/FEP/octanol/VDW/0100,15000,0.0382
362,cgenff/SM28/SM28/FEP/octanol/VDW/0200,75000,0.044
363,cgenff/SM28/SM28/FEP/octanol/VDW/0300,125000,0.0497
364,cgenff/SM28/SM28/FEP/octanol/VDW/0400,20000,0.0476
365,cgenff/SM28/SM28/FEP/octanol/VDW/0500,150000,0.0488
366,cgenff/SM28/SM28/FEP/octanol/VDW/0600,25000,0.0468
367,cgenff/SM28/SM28/FEP/octanol/VDW/0650,125000,0.0466
368,cgenff/SM28/SM28/FEP/octanol/VDW/0700,75000,0.0364
369,cgenff/SM28/SM28/FEP/octanol/VDW/0750,150000,0.0378
370,cgenff/SM28/SM28/FEP/octanol/VDW/0800,300000,0.0437
371,cgenff/SM28/SM28/FEP/octanol/VDW/0850,1050000,0.0664
372,cgenff/SM28/SM28/FEP/octanol/VDW/0900,75000,0.04
373,cgenff/SM28/SM28/FEP/octanol/VDW/0950,50000,0.0369
374,cgenff/SM28/SM28/FEP/octanol/VDW/1000,10000,0.0488
375,cgenff/SM28/SM28/FEP/water/Coulomb/0000,400000,0.0272
376,cgenff/SM28/SM28/FEP/water/Coulomb/0250,300000,0.0438
377,cgenff/SM28/SM28/FEP/water/Coulomb/0500,5000,0.0114
378,cgenff/SM28/SM28/FEP/water/Coulomb/0750,5000,0.0086
379,cgenff/SM28/SM28/FEP/water/Coulomb/1000,5000,0.0428
380,cgenff/SM28/SM28/FEP/water/VDW/0000,5000,0.0058
381,cgenff/SM28/SM28/FEP/water/VDW/0050,5000,0.0064
382,cgenff/SM28/SM28/FEP/water/VDW/0100,5000,0.02
383,cgenff/SM28/SM28/FEP/water/VDW/0200,10000,0.0013
384,cgenff/SM28/SM28/FEP/water/VDW/0300,5000,0.0018
385,cgenff/SM28/SM28/FEP/water/VDW/0400,5000,0.0402
386,cgenff/SM28/SM28/FEP/water/VDW/0500,10000,0.0268
387,cgenff/SM28/SM28/FEP/water/VDW/0600,20000,0.046
388,cgenff/SM28/SM28/FEP/water/VDW/0650,300000,0.0442
389,cgenff/SM28/SM28/FEP/water/VDW/0700,100000,0.0181
390,cgenff/SM28/SM28/FEP/water/VDW/0750,100000,0.0175
391,cgenff/SM28/SM28/FEP/water/VDW/0800,20000,0.0405
392,cgenff/SM28/SM28/FEP/water/VDW/0850,10000,0.0247
393,cgenff/SM28/SM28/FEP/water/VDW/0900,10000,0.026
394,cgenff/SM28/SM28/FEP/water/VDW/0950,5000,0.006
395,cgenff/SM28/SM28/FEP/water/VDW/1000,5000,0.016
396,cgenff/SM29/SM29/FEP/octanol/Coulomb/0000,1000000,0.4367
397,cgenff/SM29/SM29/FEP/octanol/Coulomb/0125,700000,0.0251
398,cgenff/SM29/SM29/FEP/octanol/Coulomb/0250,850000,0.0484
399,cgenff/SM29/SM29/FEP/octanol/Coulomb/0375,1043975,0.1211
400,cgenff/SM29/SM29/FEP/octanol/Coulomb/0500,372117,0.0154
401,cgenff/SM29/SM29/FEP/octanol/Coulomb/0750,100000,0.0492
402,cgenff/SM29/SM29/FEP/octanol/Coulomb/1000,75000,0.0352
403,cgenff/SM29/SM29/FEP/octanol/VDW/0000,25000,0.0298
404,cgenff/SM29/SM29/FEP/octanol/VDW/0050,300000,0.0468
405,cgenff/SM29/SM29/FEP/octanol/VDW/0100,50000,0.0152
406,cgenff/SM29/SM29/FEP/octanol/VDW/0200,50000,0.0298
407,cgenff/SM29/SM29/FEP/octanol/VDW/0300,10000,0.0132
408,cgenff/SM29/SM29/FEP/octanol/VDW/0400,50000,0.0474
409,cgenff/SM29/SM29/FEP/octanol/VDW/0500,50000,0.0249
410,cgenff/SM29/SM29/FEP/octanol/VDW/0600,25000,0.0209
411,cgenff/SM29/SM29/FEP/octanol/VDW/0650,200000,0.0464
412,cgenff/SM29/SM29/FEP/octanol/VDW/0700,75000,0.0329
413,cgenff/SM29/SM29/FEP/octanol/VDW/0750,469871,0.0208
414,cgenff/SM29/SM29/FEP/octanol/VDW/0800,642761,0.0449
415,cgenff/SM29/SM29/FEP/octanol/VDW/0850,1005781,0.0762
416,cgenff/SM29/SM29/FEP/octanol/VDW/0900,766404,0.0467
417,cgenff/SM29/SM29/FEP/octanol/VDW/0950,300000,0.0244
418,cgenff/SM29/SM29/FEP/octanol/VDW/1000,10000,0.0373
419,cgenff/SM29/SM29/FEP/water/Coulomb/0000,175000,0.0336
420,cgenff/SM29/SM29/FEP/water/Coulomb/0250,5000,0.0174
421,cgenff/SM29/SM29/FEP/water/Coulomb/0500,5000,0.0394
422,cgenff/SM29/SM29/FEP/water/Coulomb/0750,50000,0.0185
423,cgenff/SM29/SM29/FEP/water/Coulomb/1000,10000,0.0005
424,cgenff/SM29/SM29/FEP/water/VDW/0000,5000,0.0064
425,cgenff/SM29/SM29/FEP/water/VDW/0050,5000,0.003
426,cgenff/SM29/SM29/FEP/water/VDW/0100,5000,0.0124
427,cgenff/SM29/SM29/FEP/water/VDW/0200,5000,0.0104
428,cgenff/SM29/SM29/FEP/water/VDW/0300,5000,0.042
429,cgenff/SM29/SM29/FEP/water/VDW/0400,5000,0.0198
430,cgenff/SM29/SM29/FEP/water/VDW/0500,10000,0.0417
431,cgenff/SM29/SM29/FEP/water/VDW/0600,15000,0.0302
432,cgenff/SM29/SM29/FEP/water/VDW/0650,125000,0.0268
433,cgenff/SM29/SM29/FEP/water/VDW/0700,1001451,0.0662
434,cgenff/SM29/SM29/FEP/water/VDW/0750,50000,0.0492
435,cgenff/SM29/SM29/FEP/water/VDW/0800,10000,0.0316
436,cgenff/SM29/SM29/FEP/water/VDW/0850,5000,0.0338
437,cgenff/SM29/SM29/FEP/water/VDW/0900,5000,0.0464
438,cgenff/SM29/SM29/FEP/water/VDW/0950,5000,0.0084
439,cgenff/SM29/SM29/FEP/water/VDW/1000,5000,0.0038
440,cgenff/SM30/SM30/FEP/octanol/Coulomb/0000,1031003,0.196
441,cgenff/SM30/SM30/FEP/octanol/Coulomb/0125,203866,0.0408
442,cgenff/SM30/SM30/FEP/octanol/Coulomb/0250,503677,0.0083
443,cgenff/SM30/SM30/FEP/octanol/Coulomb/0375,1033456,0.1906
444,cgenff/SM30/SM30/FEP/octanol/Coulomb/0500,454294,0.0332
445,cgenff/SM30/SM30/FEP/octanol/Coulomb/0750,315563,0.0306
446,cgenff/SM30/SM30/FEP/octanol/Coulomb/1000,51105,0.02
447,cgenff/SM30/SM30/FEP/octanol/VDW/0000,52951,0.0499
448,cgenff/SM30/SM30/FEP/octanol/VDW/0050,102370,0.0241
449,cgenff/SM30/SM30/FEP/octanol/VDW/0100,20000,0.0473
450,cgenff/SM30/SM30/FEP/octanol/VDW/0200,76273,0.0241
451,cgenff/SM30/SM30/FEP/octanol/VDW/0300,50558,0.033
452,cgenff/SM30/SM30/FEP/octanol/VDW/0400,50000,0.0482
453,cgenff/SM30/SM30/FEP/octanol/VDW/0500,50000,0.0488
454,cgenff/SM30/SM30/FEP/octanol/VDW/0600,75000,0.0369
455,cgenff/SM30/SM30/FEP/octanol/VDW/0650,100000,0.031
456,cgenff/SM30/SM30/FEP/octanol/VDW/0700,125000,0.0416
457,cgenff/SM30/SM30/FEP/octanol/VDW/0750,175000,0.0246
458,cgenff/SM30/SM30/FEP/octanol/VDW/0800,500000,0.0352
459,cgenff/SM30/SM30/FEP/octanol/VDW/0850,400000,0.0453
460,cgenff/SM30/SM30/FEP/octanol/VDW/0900,100000,0.0417
461,cgenff/SM30/SM30/FEP/octanol/VDW/0950,50000,0.0251
462,cgenff/SM30/SM30/FEP/octanol/VDW/1000,10000,0.0357
463,cgenff/SM30/SM30/FEP/water/Coulomb/0000,307622,0.0437
464,cgenff/SM30/SM30/FEP/water/Coulomb/0250,383457,0.0273
465,cgenff/SM30/SM30/FEP/water/Coulomb/0500,32136,0.0019
466,cgenff/SM30/SM30/FEP/water/Coulomb/0750,106432,0.0176
467,cgenff/SM30/SM30/FEP/water/Coulomb/1000,35310,0.0008
468,cgenff/SM30/SM30/FEP/water/VDW/0000,37622,0.0053
469,cgenff/SM30/SM30/FEP/water/VDW/0050,37380,0.0017
470,cgenff/SM30/SM30/FEP/water/VDW/0100,36577,0.0053
471,cgenff/SM30/SM30/FEP/water/VDW/0200,49516,0.0017
472,cgenff/SM30/SM30/FEP/water/VDW/0300,51261,0.0007
473,cgenff/SM30/SM30/FEP/water/VDW/0400,19374,0.0074
474,cgenff/SM30/SM30/FEP/water/VDW/0500,18352,0.0032
475,cgenff/SM30/SM30/FEP/water/VDW/0600,19538,0.0197
476,cgenff/SM30/SM30/FEP/water/VDW/0650,203789,0.0485
477,cgenff/SM30/SM30/FEP/water/VDW/0700,503541,0.0196
478,cgenff/SM30/SM30/FEP/water/VDW/0750,22788,0.0351
479,cgenff/SM30/SM30/FEP/water/VDW/0800,27565,0.045
480,cgenff/SM30/SM30/FEP/water/VDW/0850,22235,0.0459
481,cgenff/SM30/SM30/FEP/water/VDW/0900,16647,0.0142
482,cgenff/SM30/SM30/FEP/water/VDW/0950,16653,0.0047
483,cgenff/SM30/SM30/FEP/water/VDW/1000,18287,0.0033
484,cgenff/SM31/SM31/FEP/octanol/Coulomb/0000,1028514,0.0794
485,cgenff/SM31/SM31/FEP/octanol/Coulomb/0125,500000,0.0476
486,cgenff/SM31/SM31/FEP/octanol/Coulomb/0250,800000,0.0366
487,cgenff/SM31/SM31/FEP/octanol/Coulomb/0375,600000,0.0206
488,cgenff/SM31/SM31/FEP/octanol/Coulomb/0500,466501,0.0377
489,cgenff/SM31/SM31/FEP/octanol/Coulomb/0750,75000,0.0361
490,cgenff/SM31/SM31/FEP/octanol/Coulomb/1000,25000,0.0437
491,cgenff/SM31/SM31/FEP/octanol/VDW/0000,25000,0.0384
492,cgenff/SM31/SM31/FEP/octanol/VDW/0050,15000,0.0279
493,cgenff/SM31/SM31/FEP/octanol/VDW/0100,100000,0.0251
494,cgenff/SM31/SM31/FEP/octanol/VDW/0200,5000,0.028
495,cgenff/SM31/SM31/FEP/octanol/VDW/0300,10000,0.0032
496,cgenff/SM31/SM31/FEP/octanol/VDW/0400,50000,0.0319
497,cgenff/SM31/SM31/FEP/octanol/VDW/0500,25000,0.0396
498,cgenff/SM31/SM31/FEP/octanol/VDW/0600,125000,0.0492
499,cgenff/SM31/SM31/FEP/octanol/VDW/0650,75000,0.021
500,cgenff/SM31/SM31/FEP/octanol/VDW/0700,100000,0.0333
501,cgenff/SM31/SM31/FEP/octanol/VDW/0750,300000,0.0293
502,cgenff/SM31/SM31/FEP/octanol/VDW/0800,600000,0.0402
503,cgenff/SM31/SM31/FEP/octanol/VDW/0850,604690,0.0455
504,cgenff/SM31/SM31/FEP/octanol/VDW/0900,500000,0.036
505,cgenff/SM31/SM31/FEP/octanol/VDW/0950,50000,0.0364
506,cgenff/SM31/SM31/FEP/octanol/VDW/1000,25000,0.0441
507,cgenff/SM31/SM31/FEP/water/Coulomb/0000,10000,0.0092
508,cgenff/SM31/SM31/FEP/water/Coulomb/0250,10000,0.0367
509,cgenff/SM31/SM31/FEP/water/Coulomb/0500,20000,0.0239
510,cgenff/SM31/SM31/FEP/water/Coulomb/0750,5000,0.0258
511,cgenff/SM31/SM31/FEP/water/Coulomb/1000,5000,0.008
512,cgenff/SM31/SM31/FEP/water/VDW/0000,5000,0.0076
513,cgenff/SM31/SM31/FEP/water/VDW/0050,5000,0.01
514,cgenff/SM31/SM31/FEP/water/VDW/0100,5000,0.0076
515,cgenff/SM31/SM31/FEP/water/VDW/0200,5000,0.0382
516,cgenff/SM31/SM31/FEP/water/VDW/0300,5000,0.0124
517,cgenff/SM31/SM31/FEP/water/VDW/0400,10000,0.0458
518,cgenff/SM31/SM31/FEP/water/VDW/0500,5000,0.0486
519,cgenff/SM31/SM31/FEP/water/VDW/0600,15000,0.0327
520,cgenff/SM31/SM31/FEP/water/VDW/0650,500000,0.0265
521,cgenff/SM31/SM31/FEP/water/VDW/0700,600000,0.0276
522,cgenff/SM31/SM31/FEP/water/VDW/0750,50000,0.0389
523,cgenff/SM31/SM31/FEP/water/VDW/0800,50000,0.0367
524,cgenff/SM31/SM31/FEP/water/VDW/0850,10000,0.0307
525,cgenff/SM31/SM31/FEP/water/VDW/0900,5000,0.018
526,cgenff/SM31/SM31/FEP/water/VDW/0950,5000,0.0154
527,cgenff/SM31/SM31/FEP/water/VDW/1000,5000,0.018
528,cgenff/SM32/SM32/FEP/octanol/Coulomb/0000,300000,0.0376
529,cgenff/SM32/SM32/FEP/octanol/Coulomb/0125,400000,0.0373
530,cgenff/SM32/SM32/FEP/octanol/Coulomb/0250,1045461,0.1115
531,cgenff/SM32/SM32/FEP/octanol/Coulomb/0375,723042,0.0313
532,cgenff/SM32/SM32/FEP/octanol/Coulomb/0500,500000,0.0496
533,cgenff/SM32/SM32/FEP/octanol/Coulomb/0750,300000,0.0389
534,cgenff/SM32/SM32/FEP/octanol/Coulomb/1000,25000,0.0387
535,cgenff/SM32/SM32/FEP/octanol/VDW/0000,100000,0.0103
536,cgenff/SM32/SM32/FEP/octanol/VDW/0050,25000,0.0443
537,cgenff/SM32/SM32/FEP/octanol/VDW/0100,50000,0.0086
538,cgenff/SM32/SM32/FEP/octanol/VDW/0200,50000,0.0398
539,cgenff/SM32/SM32/FEP/octanol/VDW/0300,10000,0.0437
540,cgenff/SM32/SM32/FEP/octanol/VDW/0400,15000,0.049
541,cgenff/SM32/SM32/FEP/octanol/VDW/0500,75000,0.0216
542,cgenff/SM32/SM32/FEP/octanol/VDW/0600,75000,0.0266
543,cgenff/SM32/SM32/FEP/octanol/VDW/0650,200000,0.0429
544,cgenff/SM32/SM32/FEP/octanol/VDW/0700,150000,0.0442
545,cgenff/SM32/SM32/FEP/octanol/VDW/0750,175000,0.0481
546,cgenff/SM32/SM32/FEP/octanol/VDW/0800,676645,0.0487
547,cgenff/SM32/SM32/FEP/octanol/VDW/0850,500000,0.0456
548,cgenff/SM32/SM32/FEP/octanol/VDW/0900,100000,0.0399
549,cgenff/SM32/SM32/FEP/octanol/VDW/0950,75000,0.0124
550,cgenff/SM32/SM32/FEP/octanol/VDW/1000,15000,0.0393
551,cgenff/SM32/SM32/FEP/water/Coulomb/0000,25000,0.0469
552,cgenff/SM32/SM32/FEP/water/Coulomb/0250,237324,0.05
553,cgenff/SM32/SM32/FEP/water/Coulomb/0500,125000,0.0352
554,cgenff/SM32/SM32/FEP/water/Coulomb/0750,10000,0.0057
555,cgenff/SM32/SM32/FEP/water/Coulomb/1000,50000,0.0036
556,cgenff/SM32/SM32/FEP/water/VDW/0000,5000,0.0294
557,cgenff/SM32/SM32/FEP/water/VDW/0050,5000,0.0056
558,cgenff/SM32/SM32/FEP/water/VDW/0100,5000,0.0124
559,cgenff/SM32/SM32/FEP/water/VDW/0200,5000,0.0126
560,cgenff/SM32/SM32/FEP/water/VDW/0300,5000,0.0118
561,cgenff/SM32/SM32/FEP/water/VDW/0400,5000,0.013
562,cgenff/SM32/SM32/FEP/water/VDW/0500,5000,0.0498
563,cgenff/SM32/SM32/FEP/water/VDW/0600,20000,0.0495
564,cgenff/SM32/SM32/FEP/water/VDW/0650,50000,0.018
565,cgenff/SM32/SM32/FEP/water/VDW/0700,1000000,0.0494
566,cgenff/SM32/SM32/FEP/water/VDW/0750,75000,0.0486
567,cgenff/SM32/SM32/FEP/water/VDW/0800,50000,0.0396
568,cgenff/SM32/SM32/FEP/water/VDW/0850,5000,0.0418
569,cgenff/SM32/SM32/FEP/water/VDW/0900,5000,0.0356
570,cgenff/SM32/SM32/FEP/water/VDW/0950,5000,0.0078
571,cgenff/SM32/SM32/FEP/water/VDW/1000,5000,0.0156
572,cgenff/SM33/SM33/FEP/octanol/Coulomb/0000,455128,0.0498
573,cgenff/SM33/SM33/FEP/octanol/Coulomb/0125,175000,0.0443
574,cgenff/SM33/SM33/FEP/octanol/Coulomb/0250,50000,0.0451
575,cgenff/SM33/SM33/FEP/octanol/Coulomb/0375,661528,0.0344
576,cgenff/SM33/SM33/FEP/octanol/Coulomb/0500,700000,0.0436
577,cgenff/SM33/SM33/FEP/octanol/Coulomb/0750,669163,0.0499
578,cgenff/SM33/SM33/FEP/octanol/Coulomb/1000,100000,0.0429
579,cgenff/SM33/SM33/FEP/octanol/VDW/0000,15000,0.04
580,cgenff/SM33/SM33/FEP/octanol/VDW/0050,332101,0.0436
581,cgenff/SM33/SM33/FEP/octanol/VDW/0100,100000,0.0226
582,cgenff/SM33/SM33/FEP/octanol/VDW/0200,50000,0.0439
583,cgenff/SM33/SM33/FEP/octanol/VDW/0300,300000,0.0416
584,cgenff/SM33/SM33/FEP/octanol/VDW/0400,75000,0.0286
585,cgenff/SM33/SM33/FEP/octanol/VDW/0500,20000,0.0178
586,cgenff/SM33/SM33/FEP/octanol/VDW/0600,50000,0.0269
587,cgenff/SM33/SM33/FEP/octanol/VDW/0650,100000,0.013
588,cgenff/SM33/SM33/FEP/octanol/VDW/0700,259019,0.0343
589,cgenff/SM33/SM33/FEP/octanol/VDW/0750,952540,0.0459
590,cgenff/SM33/SM33/FEP/octanol/VDW/0800,424231,0.0392
591,cgenff/SM33/SM33/FEP/octanol/VDW/0850,453921,0.0461
592,cgenff/SM33/SM33/FEP/octanol/VDW/0900,200000,0.0381
593,cgenff/SM33/SM33/FEP/octanol/VDW/0950,25000,0.0486
594,cgenff/SM33/SM33/FEP/octanol/VDW/1000,20000,0.0455
595,cgenff/SM33/SM33/FEP/water/Coulomb/0000,15000,0.0484
596,cgenff/SM33/SM33/FEP/water/Coulomb/0250,10000,0.0494
597,cgenff/SM33/SM33/FEP/water/Coulomb/0500,1000000,0.0981
598,cgenff/SM33/SM33/FEP/water/Coulomb/0750,5000,0.0026
599,cgenff/SM33/SM33/FEP/water/Coulomb/1000,5000,0.0066
600,cgenff/SM33/SM33/FEP/water/VDW/0000,100000,0.0492
601,cgenff/SM33/SM33/FEP/water/VDW/0050,5000,0.0228
602,cgenff/SM33/SM33/FEP/water/VDW/0100,5000,0.0062
603,cgenff/SM33/SM33/FEP/water/VDW/0200,5000,0.0078
604,cgenff/SM33/SM33/FEP/water/VDW/0300,10000,0.0458
605,cgenff/SM33/SM33/FEP/water/VDW/0400,5000,0.0372
606,cgenff/SM33/SM33/FEP/water/VDW/0500,10000,0.0197
607,cgenff/SM33/SM33/FEP/water/VDW/0600,305284,0.0435
608,cgenff/SM33/SM33/FEP/water/VDW/0650,830699,0.0475
609,cgenff/SM33/SM33/FEP/water/VDW/0700,1000000,0.2502
610,cgenff/SM33/SM33/FEP/water/VDW/0750,175000,0.0377
611,cgenff/SM33/SM33/FEP/water/VDW/0800,100000,0.0218
612,cgenff/SM33/SM33/FEP/water/VDW/0850,10000,0.0364
613,cgenff/SM33/SM33/FEP/water/VDW/0900,5000,0.041
614,cgenff/SM33/SM33/FEP/water/VDW/0950,5000,0.0116
615,cgenff/SM33/SM33/FEP/water/VDW/1000,5000,0.0088
616,cgenff/SM34/SM34/FEP/octanol/Coulomb/0000,1021566,0.0491
617,cgenff/SM34/SM34/FEP/octanol/Coulomb/0125,500000,0.0121
618,cgenff/SM34/SM34/FEP/octanol/Coulomb/0250,1007733,0.0917
619,cgenff/SM34/SM34/FEP/octanol/Coulomb/0375,1039402,0.1669
620,cgenff/SM34/SM34/FEP/octanol/Coulomb/0500,556621,0.0455
621,cgenff/SM34/SM34/FEP/octanol/Coulomb/0750,25000,0.0472
622,cgenff/SM34/SM34/FEP/octanol/Coulomb/1000,50000,0.0475
623,cgenff/SM34/SM34/FEP/octanol/VDW/0000,15000,0.0249
624,cgenff/SM34/SM34/FEP/octanol/VDW/0050,125000,0.0495
625,cgenff/SM34/SM34/FEP/octanol/VDW/0100,75000,0.0164
626,cgenff/SM34/SM34/FEP/octanol/VDW/0200,15000,0.0427
627,cgenff/SM34/SM34/FEP/octanol/VDW/0300,15000,0.0425
628,cgenff/SM34/SM34/FEP/octanol/VDW/0400,15000,0.0172
629,cgenff/SM34/SM34/FEP/octanol/VDW/0500,50000,0.049
630,cgenff/SM34/SM34/FEP/octanol/VDW/0600,50000,0.0323
631,cgenff/SM34/SM34/FEP/octanol/VDW/0650,75000,0.0397
632,cgenff/SM34/SM34/FEP/octanol/VDW/0700,300000,0.0424
633,cgenff/SM34/SM34/FEP/octanol/VDW/0750,175000,0.0461
634,cgenff/SM34/SM34/FEP/octanol/VDW/0800,455313,0.0288
635,cgenff/SM34/SM34/FEP/octanol/VDW/0850,1069174,0.1199
636,cgenff/SM34/SM34/FEP/octanol/VDW/0900,246026,0.0323
637,cgenff/SM34/SM34/FEP/octanol/VDW/0950,50000,0.035
638,cgenff/SM34/SM34/FEP/octanol/VDW/1000,10000,0.042
639,cgenff/SM34/SM34/FEP/water/Coulomb/0000,5000,0.0118
640,cgenff/SM34/SM34/FEP/water/Coulomb/0250,5000,0.0204
641,cgenff/SM34/SM34/FEP/water/Coulomb/0500,580475,0.0455
642,cgenff/SM34/SM34/FEP/water/Coulomb/0750,5000,0.006
643,cgenff/SM34/SM34/FEP/water/Coulomb/1000,5000,0.0086
644,cgenff/SM34/SM34/FEP/water/VDW/0000,5000,0.009
645,cgenff/SM34/SM34/FEP/water/VDW/0050,5000,0.0044
646,cgenff/SM34/SM34/FEP/water/VDW/0100,5000,0.0202
647,cgenff/SM34/SM34/FEP/water/VDW/0200,5000,0.0074
648,cgenff/SM34/SM34/FEP/water/VDW/0300,5000,0.0154
649,cgenff/SM34/SM34/FEP/water/VDW/0400,5000,0.015
650,cgenff/SM34/SM34/FEP/water/VDW/0500,20000,0.0486
651,cgenff/SM34/SM34/FEP/water/VDW/0600,315660,0.0379
652,cgenff/SM34/SM34/FEP/water/VDW/0650,1047516,0.1284
653,cgenff/SM34/SM34/FEP/water/VDW/0700,1034810,0.1999
654,cgenff/SM34/SM34/FEP/water/VDW/0750,75000,0.0485
655,cgenff/SM34/SM34/FEP/water/VDW/0800,75000,0.0298
656,cgenff/SM34/SM34/FEP/water/VDW/0850,15000,0.0422
657,cgenff/SM34/SM34/FEP/water/VDW/0900,5000,0.0368
658,cgenff/SM34/SM34/FEP/water/VDW/0950,5000,0.029
659,cgenff/SM34/SM34/FEP/water/VDW/1000,5000,0.0108
660,cgenff/SM35/SM35/FEP/octanol/Coulomb/0000,1050120,0.3371
661,cgenff/SM35/SM35/FEP/octanol/Coulomb/0125,1115821,0.1079
662,cgenff/SM35/SM35/FEP/octanol/Coulomb/0250,1057815,0.1443
663,cgenff/SM35/SM35/FEP/octanol/Coulomb/0375,1092190,0.0468
664,cgenff/SM35/SM35/FEP/octanol/Coulomb/0500,363547,0.0182
665,cgenff/SM35/SM35/FEP/octanol/Coulomb/0750,146948,0.0195
666,cgenff/SM35/SM35/FEP/octanol/Coulomb/1000,154998,0.0028
667,cgenff/SM35/SM35/FEP/octanol/VDW/0000,50000,0.0088
668,cgenff/SM35/SM35/FEP/octanol/VDW/0050,50000,0.0226
669,cgenff/SM35/SM35/FEP/octanol/VDW/0100,156053,0.0192
670,cgenff/SM35/SM35/FEP/octanol/VDW/0200,50000,0.0063
671,cgenff/SM35/SM35/FEP/octanol/VDW/0300,50000,0.0225
672,cgenff/SM35/SM35/FEP/octanol/VDW/0400,158265,0.0339
673,cgenff/SM35/SM35/FEP/octanol/VDW/0500,50000,0.0194
674,cgenff/SM35/SM35/FEP/octanol/VDW/0600,50000,0.0298
675,cgenff/SM35/SM35/FEP/octanol/VDW/0650,215640,0.0289
676,cgenff/SM35/SM35/FEP/octanol/VDW/0700,156039,0.048
677,cgenff/SM35/SM35/FEP/octanol/VDW/0750,217064,0.0385
678,cgenff/SM35/SM35/FEP/octanol/VDW/0800,316352,0.0383
679,cgenff/SM35/SM35/FEP/octanol/VDW/0850,295437,0.0244
680,cgenff/SM35/SM35/FEP/octanol/VDW/0900,152287,0.0307
681,cgenff/SM35/SM35/FEP/octanol/VDW/0950,148947,0.0282
682,cgenff/SM35/SM35/FEP/octanol/VDW/1000,50000,0.0035
683,cgenff/SM35/SM35/FEP/water/Coulomb/0000,1069902,0.0628
684,cgenff/SM35/SM35/FEP/water/Coulomb/0250,159751,0.005
685,cgenff/SM35/SM35/FEP/water/Coulomb/0500,50000,0.0024
686,cgenff/SM35/SM35/FEP/water/Coulomb/0750,50000,0.0242
687,cgenff/SM35/SM35/FEP/water/Coulomb/1000,50000,0.0188
688,cgenff/SM35/SM35/FEP/water/VDW/0000,50000,0.0014
689,cgenff/SM35/SM35/FEP/water/VDW/0050,50000,0.001
690,cgenff/SM35/SM35/FEP/water/VDW/0100,50000,0.002
691,cgenff/SM35/SM35/FEP/water/VDW/0200,50000,0.0001
692,cgenff/SM35/SM35/FEP/water/VDW/0300,50000,0.0025
693,cgenff/SM35/SM35/FEP/water/VDW/0400,50000,0.0028
694,cgenff/SM35/SM35/FEP/water/VDW/0500,50000,0.0035
695,cgenff/SM35/SM35/FEP/water/VDW/0600,50000,0.0179
696,cgenff/SM35/SM35/FEP/water/VDW/0650,176772,0.0256
697,cgenff/SM35/SM35/FEP/water/VDW/0700,251791,0.0402
698,cgenff/SM35/SM35/FEP/water/VDW/0750,174792,0.0416
699,cgenff/SM35/SM35/FEP/water/VDW/0800,50000,0.0395
700,cgenff/SM35/SM35/FEP/water/VDW/0850,50000,0.0133
701,cgenff/SM35/SM35/FEP/water/VDW/0900,50000,0.0043
702,cgenff/SM35/SM35/FEP/water/VDW/0950,50000,0.0008
703,cgenff/SM35/SM35/FEP/water/VDW/1000,50000,0.0004
704,cgenff/SM36/SM36/FEP/octanol/Coulomb/0000,1065732,0.1044
705,cgenff/SM36/SM36/FEP/octanol/Coulomb/0125,1049948,0.6004
706,cgenff/SM36/SM36/FEP/octanol/Coulomb/0250,1040850,0.4949
707,cgenff/SM36/SM36/FEP/octanol/Coulomb/0375,1132454,0.0555
708,cgenff/SM36/SM36/FEP/octanol/Coulomb/0500,285167,0.039
709,cgenff/SM36/SM36/FEP/octanol/Coulomb/0750,50000,0.0221
710,cgenff/SM36/SM36/FEP/octanol/Coulomb/1000,206721,0.0272
711,cgenff/SM36/SM36/FEP/octanol/VDW/0000,154945,0.0403
712,cgenff/SM36/SM36/FEP/octanol/VDW/0050,156571,0.0181
713,cgenff/SM36/SM36/FEP/octanol/VDW/0100,155008,0.0054
714,cgenff/SM36/SM36/FEP/octanol/VDW/0200,50000,0.0467
715,cgenff/SM36/SM36/FEP/octanol/VDW/0300,50000,0.0356
716,cgenff/SM36/SM36/FEP/octanol/VDW/0400,156203,0.0292
717,cgenff/SM36/SM36/FEP/octanol/VDW/0500,154599,0.0472
718,cgenff/SM36/SM36/FEP/octanol/VDW/0600,657811,0.0488
719,cgenff/SM36/SM36/FEP/octanol/VDW/0650,216687,0.044
