,simulation,time,R_c
1518,oplsaa/SM27/SM27/FEP/octanol/VDW/1000,50000,0.0082
1519,oplsaa/SM27/SM27/FEP/water/Coulomb/0000,50000,0.0041
1520,oplsaa/SM27/SM27/FEP/water/Coulomb/0250,50000,0.0311
1521,oplsaa/SM27/SM27/FEP/water/Coulomb/0500,50000,0.0083
1522,oplsaa/SM27/SM27/FEP/water/Coulomb/0750,50000,0.0012
1523,oplsaa/SM27/SM27/FEP/water/Coulomb/1000,50000,0.0029
1524,oplsaa/SM27/SM27/FEP/water/VDW/0000,50000,0.0003
1525,oplsaa/SM27/SM27/FEP/water/VDW/0050,50000,0.0015
1526,oplsaa/SM27/SM27/FEP/water/VDW/0100,50000,0.0003
1527,oplsaa/SM27/SM27/FEP/water/VDW/0200,50000,0.001
1528,oplsaa/SM27/SM27/FEP/water/VDW/0300,50000,0.0041
1529,oplsaa/SM27/SM27/FEP/water/VDW/0400,50000,0.0047
1530,oplsaa/SM27/SM27/FEP/water/VDW/0500,50000,0.009
1531,oplsaa/SM27/SM27/FEP/water/VDW/0600,92512,0.0294
1532,oplsaa/SM27/SM27/FEP/water/VDW/0650,90028,0.0424
1533,oplsaa/SM27/SM27/FEP/water/VDW/0700,131300,0.0279
1534,oplsaa/SM27/SM27/FEP/water/VDW/0750,50000,0.0422
1535,oplsaa/SM27/SM27/FEP/water/VDW/0800,82188,0.0131
1536,oplsaa/SM27/SM27/FEP/water/VDW/0850,50000,0.0151
1537,oplsaa/SM27/SM27/FEP/water/VDW/0900,50000,0.004
1538,oplsaa/SM27/SM27/FEP/water/VDW/0950,50000,0.0018
1539,oplsaa/SM27/SM27/FEP/water/VDW/1000,50000,0.0028
1540,oplsaa/SM28/SM28/FEP/octanol/Coulomb/0000,1059015,0.1428
1541,oplsaa/SM28/SM28/FEP/octanol/Coulomb/0125,1045273,0.0596
1542,oplsaa/SM28/SM28/FEP/octanol/Coulomb/0250,1036615,0.1352
1543,oplsaa/SM28/SM28/FEP/octanol/Coulomb/0375,686424,0.0396
1544,oplsaa/SM28/SM28/FEP/octanol/Coulomb/0500,431919,0.0392
1545,oplsaa/SM28/SM28/FEP/octanol/Coulomb/0750,923308,0.0454
1546,oplsaa/SM28/SM28/FEP/octanol/Coulomb/1000,378920,0.0449
1547,oplsaa/SM28/SM28/FEP/octanol/VDW/0000,213217,0.0116
1548,oplsaa/SM28/SM28/FEP/octanol/VDW/0050,215999,0.0106
1549,oplsaa/SM28/SM28/FEP/octanol/VDW/0100,213466,0.0277
1550,oplsaa/SM28/SM28/FEP/octanol/VDW/0200,50000,0.0073
1551,oplsaa/SM28/SM28/FEP/octanol/VDW/0300,50000,0.0329
1552,oplsaa/SM28/SM28/FEP/octanol/VDW/0400,50000,0.0311
1553,oplsaa/SM28/SM28/FEP/octanol/VDW/0500,50000,0.031
1554,oplsaa/SM28/SM28/FEP/octanol/VDW/0600,210061,0.0097
1555,oplsaa/SM28/SM28/FEP/octanol/VDW/0650,201931,0.013
1556,oplsaa/SM28/SM28/FEP/octanol/VDW/0700,210499,0.0098
1557,oplsaa/SM28/SM28/FEP/octanol/VDW/0750,204870,0.0153
1558,oplsaa/SM28/SM28/FEP/octanol/VDW/0800,380384,0.039
1559,oplsaa/SM28/SM28/FEP/octanol/VDW/0850,287868,0.0461
1560,oplsaa/SM28/SM28/FEP/octanol/VDW/0900,202218,0.0484
1561,oplsaa/SM28/SM28/FEP/octanol/VDW/0950,203422,0.0132
1562,oplsaa/SM28/SM28/FEP/octanol/VDW/1000,50000,0.0095
1563,oplsaa/SM28/SM28/FEP/water/Coulomb/0000,131415,0.0372
1564,oplsaa/SM28/SM28/FEP/water/Coulomb/0250,127536,0.0419
1565,oplsaa/SM28/SM28/FEP/water/Coulomb/0500,325654,0.0414
1566,oplsaa/SM28/SM28/FEP/water/Coulomb/0750,226606,0.044
1567,oplsaa/SM28/SM28/FEP/water/Coulomb/1000,126143,0.0243
1568,oplsaa/SM28/SM28/FEP/water/VDW/0000,50000,0.0004
1569,oplsaa/SM28/SM28/FEP/water/VDW/0050,50000,0.0003
1570,oplsaa/SM28/SM28/FEP/water/VDW/0100,50000,0.0021
1571,oplsaa/SM28/SM28/FEP/water/VDW/0200,50000,0.0041
1572,oplsaa/SM28/SM28/FEP/water/VDW/0300,50000,0.0015
1573,oplsaa/SM28/SM28/FEP/water/VDW/0400,50000,0.0121
1574,oplsaa/SM28/SM28/FEP/water/VDW/0500,50000,0.0038
1575,oplsaa/SM28/SM28/FEP/water/VDW/0600,50000,0.0059
1576,oplsaa/SM28/SM28/FEP/water/VDW/0650,50000,0.0434
1577,oplsaa/SM28/SM28/FEP/water/VDW/0700,127788,0.0496
1578,oplsaa/SM28/SM28/FEP/water/VDW/0750,175850,0.0422
1579,oplsaa/SM28/SM28/FEP/water/VDW/0800,50000,0.0289
1580,oplsaa/SM28/SM28/FEP/water/VDW/0850,50000,0.0391
1581,oplsaa/SM28/SM28/FEP/water/VDW/0900,50000,0.007
1582,oplsaa/SM28/SM28/FEP/water/VDW/0950,50000,0.001
1583,oplsaa/SM28/SM28/FEP/water/VDW/1000,50000,0.0014
1584,oplsaa/SM29/SM29/FEP/octanol/Coulomb/0000,1012515,0.1246
1585,oplsaa/SM29/SM29/FEP/octanol/Coulomb/0125,899844,0.0462
1586,oplsaa/SM29/SM29/FEP/octanol/Coulomb/0250,938104,0.0438
1587,oplsaa/SM29/SM29/FEP/octanol/Coulomb/0375,578212,0.0417
1588,oplsaa/SM29/SM29/FEP/octanol/Coulomb/0500,1021008,0.0648
1589,oplsaa/SM29/SM29/FEP/octanol/Coulomb/0750,1022861,0.1695
1590,oplsaa/SM29/SM29/FEP/octanol/Coulomb/1000,50000,0.0119
1591,oplsaa/SM29/SM29/FEP/octanol/VDW/0000,50000,0.0484
1592,oplsaa/SM29/SM29/FEP/octanol/VDW/0050,50000,0.0477
1593,oplsaa/SM29/SM29/FEP/octanol/VDW/0100,211786,0.0158
1594,oplsaa/SM29/SM29/FEP/octanol/VDW/0200,50000,0.0061
1595,oplsaa/SM29/SM29/FEP/octanol/VDW/0300,50000,0.0061
1596,oplsaa/SM29/SM29/FEP/octanol/VDW/0400,203152,0.0042
1597,oplsaa/SM29/SM29/FEP/octanol/VDW/0500,50000,0.0392
1598,oplsaa/SM29/SM29/FEP/octanol/VDW/0600,205111,0.0257
1599,oplsaa/SM29/SM29/FEP/octanol/VDW/0650,195556,0.0089
1600,oplsaa/SM29/SM29/FEP/octanol/VDW/0700,196325,0.0095
1601,oplsaa/SM29/SM29/FEP/octanol/VDW/0750,207865,0.0247
1602,oplsaa/SM29/SM29/FEP/octanol/VDW/0800,205770,0.0492
1603,oplsaa/SM29/SM29/FEP/octanol/VDW/0850,353414,0.0451
1604,oplsaa/SM29/SM29/FEP/octanol/VDW/0900,203113,0.0403
1605,oplsaa/SM29/SM29/FEP/octanol/VDW/0950,50000,0.0444
1606,oplsaa/SM29/SM29/FEP/octanol/VDW/1000,50000,0.0157
1607,oplsaa/SM29/SM29/FEP/water/Coulomb/0000,50000,0.0107
1608,oplsaa/SM29/SM29/FEP/water/Coulomb/0250,50000,0.0025
1609,oplsaa/SM29/SM29/FEP/water/Coulomb/0500,50000,0.0245
1610,oplsaa/SM29/SM29/FEP/water/Coulomb/0750,50000,0.0238
1611,oplsaa/SM29/SM29/FEP/water/Coulomb/1000,274966,0.0004
1612,oplsaa/SM29/SM29/FEP/water/VDW/0000,50000,0.0003
1613,oplsaa/SM29/SM29/FEP/water/VDW/0050,50000,0.0014
1614,oplsaa/SM29/SM29/FEP/water/VDW/0100,50000,0.0004
1615,oplsaa/SM29/SM29/FEP/water/VDW/0200,50000,0.0013
1616,oplsaa/SM29/SM29/FEP/water/VDW/0300,50000,0.0033
1617,oplsaa/SM29/SM29/FEP/water/VDW/0400,50000,0.0047
1618,oplsaa/SM29/SM29/FEP/water/VDW/0500,50000,0.0049
1619,oplsaa/SM29/SM29/FEP/water/VDW/0600,50000,0.0186
1620,oplsaa/SM29/SM29/FEP/water/VDW/0650,50000,0.0299
1621,oplsaa/SM29/SM29/FEP/water/VDW/0700,77334,0.0475
1622,oplsaa/SM29/SM29/FEP/water/VDW/0750,176465,0.0475
1623,oplsaa/SM29/SM29/FEP/water/VDW/0800,74695,0.043
1624,oplsaa/SM29/SM29/FEP/water/VDW/0850,50000,0.0177
1625,oplsaa/SM29/SM29/FEP/water/VDW/0900,50000,0.0119
1626,oplsaa/SM29/SM29/FEP/water/VDW/0950,50000,0.0015
1627,oplsaa/SM29/SM29/FEP/water/VDW/1000,50000,0.001
1628,oplsaa/SM30/SM30/FEP/octanol/Coulomb/0000,507869,0.0494
1629,oplsaa/SM30/SM30/FEP/octanol/Coulomb/0125,617001,0.0472
1630,oplsaa/SM30/SM30/FEP/octanol/Coulomb/0250,523078,0.0288
1631,oplsaa/SM30/SM30/FEP/octanol/Coulomb/0375,835239,0.0497
1632,oplsaa/SM30/SM30/FEP/octanol/Coulomb/0500,1046841,0.0637
1633,oplsaa/SM30/SM30/FEP/octanol/Coulomb/0750,282442,0.0221
1634,oplsaa/SM30/SM30/FEP/octanol/Coulomb/1000,115806,0.042
1635,oplsaa/SM30/SM30/FEP/octanol/VDW/0000,138127,0.0406
1636,oplsaa/SM30/SM30/FEP/octanol/VDW/0050,135963,0.0362
1637,oplsaa/SM30/SM30/FEP/octanol/VDW/0100,50000,0.0487
1638,oplsaa/SM30/SM30/FEP/octanol/VDW/0200,117076,0.0266
1639,oplsaa/SM30/SM30/FEP/octanol/VDW/0300,50000,0.0496
1640,oplsaa/SM30/SM30/FEP/octanol/VDW/0400,50000,0.0143
1641,oplsaa/SM30/SM30/FEP/octanol/VDW/0500,118098,0.0308
1642,oplsaa/SM30/SM30/FEP/octanol/VDW/0600,135721,0.0178
1643,oplsaa/SM30/SM30/FEP/octanol/VDW/0650,219229,0.0413
1644,oplsaa/SM30/SM30/FEP/octanol/VDW/0700,202957,0.0448
1645,oplsaa/SM30/SM30/FEP/octanol/VDW/0750,452349,0.0167
1646,oplsaa/SM30/SM30/FEP/octanol/VDW/0800,1067722,0.0571
1647,oplsaa/SM30/SM30/FEP/octanol/VDW/0850,274130,0.0272
1648,oplsaa/SM30/SM30/FEP/octanol/VDW/0900,109528,0.0407
1649,oplsaa/SM30/SM30/FEP/octanol/VDW/0950,191896,0.037
1650,oplsaa/SM30/SM30/FEP/octanol/VDW/1000,50000,0.0275
1651,oplsaa/SM30/SM30/FEP/water/Coulomb/0000,122718,0.0425
1652,oplsaa/SM30/SM30/FEP/water/Coulomb/0250,50000,0.0062
1653,oplsaa/SM30/SM30/FEP/water/Coulomb/0500,50000,0.0062
1654,oplsaa/SM30/SM30/FEP/water/Coulomb/0750,50000,0.0008
1655,oplsaa/SM30/SM30/FEP/water/Coulomb/1000,50000,0.0011
1656,oplsaa/SM30/SM30/FEP/water/VDW/0000,50000,0.0017
1657,oplsaa/SM30/SM30/FEP/water/VDW/0050,50000,0.0022
1658,oplsaa/SM30/SM30/FEP/water/VDW/0100,50000,0.0005
1659,oplsaa/SM30/SM30/FEP/water/VDW/0200,50000,0.0055
1660,oplsaa/SM30/SM30/FEP/water/VDW/0300,50000,0.0047
1661,oplsaa/SM30/SM30/FEP/water/VDW/0400,50000,0.0056
1662,oplsaa/SM30/SM30/FEP/water/VDW/0500,50000,0.0049
1663,oplsaa/SM30/SM30/FEP/water/VDW/0600,102879,0.0305
1664,oplsaa/SM30/SM30/FEP/water/VDW/0650,50000,0.0293
1665,oplsaa/SM30/SM30/FEP/water/VDW/0700,152188,0.0376
1666,oplsaa/SM30/SM30/FEP/water/VDW/0750,300000,0.042
1667,oplsaa/SM30/SM30/FEP/water/VDW/0800,150000,0.0391
1668,oplsaa/SM30/SM30/FEP/water/VDW/0850,50000,0.0297
1669,oplsaa/SM30/SM30/FEP/water/VDW/0900,50000,0.0045
1670,oplsaa/SM30/SM30/FEP/water/VDW/0950,50000,0.0058
1671,oplsaa/SM30/SM30/FEP/water/VDW/1000,50000,0.0012
1672,oplsaa/SM31/SM31/FEP/octanol/Coulomb/0000,625825,0.0444
1673,oplsaa/SM31/SM31/FEP/octanol/Coulomb/0125,574355,0.0434
1674,oplsaa/SM31/SM31/FEP/octanol/Coulomb/0250,419430,0.0345
1675,oplsaa/SM31/SM31/FEP/octanol/Coulomb/0375,360534,0.0054
1676,oplsaa/SM31/SM31/FEP/octanol/Coulomb/0500,1027071,0.2472
1677,oplsaa/SM31/SM31/FEP/octanol/Coulomb/0750,207495,0.0387
1678,oplsaa/SM31/SM31/FEP/octanol/Coulomb/1000,50000,0.0425
1679,oplsaa/SM31/SM31/FEP/octanol/VDW/0000,50000,0.0458
1680,oplsaa/SM31/SM31/FEP/octanol/VDW/0050,137290,0.017
1681,oplsaa/SM31/SM31/FEP/octanol/VDW/0100,50000,0.0389
1682,oplsaa/SM31/SM31/FEP/octanol/VDW/0200,50000,0.0224
1683,oplsaa/SM31/SM31/FEP/octanol/VDW/0300,50000,0.0442
1684,oplsaa/SM31/SM31/FEP/octanol/VDW/0400,50000,0.0074
1685,oplsaa/SM31/SM31/FEP/octanol/VDW/0500,115757,0.0219
1686,oplsaa/SM31/SM31/FEP/octanol/VDW/0600,220515,0.0221
1687,oplsaa/SM31/SM31/FEP/octanol/VDW/0650,372101,0.049
1688,oplsaa/SM31/SM31/FEP/octanol/VDW/0700,135143,0.0484
1689,oplsaa/SM31/SM31/FEP/octanol/VDW/0750,134966,0.0349
1690,oplsaa/SM31/SM31/FEP/octanol/VDW/0800,131402,0.0348
1691,oplsaa/SM31/SM31/FEP/octanol/VDW/0850,1053860,0.0461
1692,oplsaa/SM31/SM31/FEP/octanol/VDW/0900,130362,0.0415
1693,oplsaa/SM31/SM31/FEP/octanol/VDW/0950,50000,0.0421
1694,oplsaa/SM31/SM31/FEP/octanol/VDW/1000,50000,0.0194
1695,oplsaa/SM31/SM31/FEP/water/Coulomb/0000,100000,0.0046
1696,oplsaa/SM31/SM31/FEP/water/Coulomb/0250,50000,0.0037
1697,oplsaa/SM31/SM31/FEP/water/Coulomb/0500,50000,0.0041
1698,oplsaa/SM31/SM31/FEP/water/Coulomb/0750,50000,0.0025
1699,oplsaa/SM31/SM31/FEP/water/Coulomb/1000,50000,0.0011
1700,oplsaa/SM31/SM31/FEP/water/VDW/0000,50000,0.0012
1701,oplsaa/SM31/SM31/FEP/water/VDW/0050,50000,0.001
1702,oplsaa/SM31/SM31/FEP/water/VDW/0100,50000,0.0009
1703,oplsaa/SM31/SM31/FEP/water/VDW/0200,50000,0.0006
1704,oplsaa/SM31/SM31/FEP/water/VDW/0300,50000,0.0042
1705,oplsaa/SM31/SM31/FEP/water/VDW/0400,50000,0.0347
1706,oplsaa/SM31/SM31/FEP/water/VDW/0500,50000,0.0043
1707,oplsaa/SM31/SM31/FEP/water/VDW/0600,50000,0.0205
1708,oplsaa/SM31/SM31/FEP/water/VDW/0650,300000,0.0462
1709,oplsaa/SM31/SM31/FEP/water/VDW/0700,200000,0.0259
1710,oplsaa/SM31/SM31/FEP/water/VDW/0750,600000,0.0458
1711,oplsaa/SM31/SM31/FEP/water/VDW/0800,150000,0.0367
1712,oplsaa/SM31/SM31/FEP/water/VDW/0850,50000,0.0133
1713,oplsaa/SM31/SM31/FEP/water/VDW/0900,50000,0.0136
1714,oplsaa/SM31/SM31/FEP/water/VDW/0950,50000,0.0021
1715,oplsaa/SM31/SM31/FEP/water/VDW/1000,50000,0.0011
1716,oplsaa/SM32/SM32/FEP/octanol/Coulomb/0000,1019439,0.3057
1717,oplsaa/SM32/SM32/FEP/octanol/Coulomb/0125,382497,0.0438
1718,oplsaa/SM32/SM32/FEP/octanol/Coulomb/0250,531296,0.0237
1719,oplsaa/SM32/SM32/FEP/octanol/Coulomb/0375,759571,0.0382
1720,oplsaa/SM32/SM32/FEP/octanol/Coulomb/0500,295287,0.0325
1721,oplsaa/SM32/SM32/FEP/octanol/Coulomb/0750,132244,0.0279
1722,oplsaa/SM32/SM32/FEP/octanol/Coulomb/1000,50000,0.0263
1723,oplsaa/SM32/SM32/FEP/octanol/VDW/0000,50000,0.026
1724,oplsaa/SM32/SM32/FEP/octanol/VDW/0050,50000,0.0383
1725,oplsaa/SM32/SM32/FEP/octanol/VDW/0100,50000,0.0149
1726,oplsaa/SM32/SM32/FEP/octanol/VDW/0200,50000,0.0268
1727,oplsaa/SM32/SM32/FEP/octanol/VDW/0300,50000,0.0227
1728,oplsaa/SM32/SM32/FEP/octanol/VDW/0400,50000,0.0439
1729,oplsaa/SM32/SM32/FEP/octanol/VDW/0500,50000,0.0439
1730,oplsaa/SM32/SM32/FEP/octanol/VDW/0600,141165,0.0334
1731,oplsaa/SM32/SM32/FEP/octanol/VDW/0650,121223,0.0448
1732,oplsaa/SM32/SM32/FEP/octanol/VDW/0700,50000,0.0344
1733,oplsaa/SM32/SM32/FEP/octanol/VDW/0750,178372,0.043
1734,oplsaa/SM32/SM32/FEP/octanol/VDW/0800,1066905,0.1033
1735,oplsaa/SM32/SM32/FEP/octanol/VDW/0850,362484,0.027
1736,oplsaa/SM32/SM32/FEP/octanol/VDW/0900,189634,0.0399
1737,oplsaa/SM32/SM32/FEP/octanol/VDW/0950,50000,0.0085
1738,oplsaa/SM32/SM32/FEP/octanol/VDW/1000,50000,0.0445
1739,oplsaa/SM32/SM32/FEP/water/Coulomb/0000,50000,0.0083
1740,oplsaa/SM32/SM32/FEP/water/Coulomb/0250,100000,0.0052
1741,oplsaa/SM32/SM32/FEP/water/Coulomb/0500,50000,0.0252
1742,oplsaa/SM32/SM32/FEP/water/Coulomb/0750,50000,0.0188
1743,oplsaa/SM32/SM32/FEP/water/Coulomb/1000,50000,0.0122
1744,oplsaa/SM32/SM32/FEP/water/VDW/0000,50000,0.0023
1745,oplsaa/SM32/SM32/FEP/water/VDW/0050,50000,0.0013
1746,oplsaa/SM32/SM32/FEP/water/VDW/0100,50000,0.0018
1747,oplsaa/SM32/SM32/FEP/water/VDW/0200,50000,0.0009
1748,oplsaa/SM32/SM32/FEP/water/VDW/0300,50000,0.0008
1749,oplsaa/SM32/SM32/FEP/water/VDW/0400,50000,0.0015
1750,oplsaa/SM32/SM32/FEP/water/VDW/0500,50000,0.0075
1751,oplsaa/SM32/SM32/FEP/water/VDW/0600,50000,0.0325
1752,oplsaa/SM32/SM32/FEP/water/VDW/0650,50000,0.0154
1753,oplsaa/SM32/SM32/FEP/water/VDW/0700,150000,0.0206
1754,oplsaa/SM32/SM32/FEP/water/VDW/0750,250000,0.0468
1755,oplsaa/SM32/SM32/FEP/water/VDW/0800,100000,0.0391
1756,oplsaa/SM32/SM32/FEP/water/VDW/0850,50000,0.0346
1757,oplsaa/SM32/SM32/FEP/water/VDW/0900,50000,0.0135
1758,oplsaa/SM32/SM32/FEP/water/VDW/0950,50000,0.0016
1759,oplsaa/SM32/SM32/FEP/water/VDW/1000,50000,0.0009
1760,oplsaa/SM33/SM33/FEP/octanol/Coulomb/0000,1042381,0.141
1761,oplsaa/SM33/SM33/FEP/octanol/Coulomb/0125,245458,0.0479
1762,oplsaa/SM33/SM33/FEP/octanol/Coulomb/0250,861737,0.0408
1763,oplsaa/SM33/SM33/FEP/octanol/Coulomb/0375,1008504,0.0693
1764,oplsaa/SM33/SM33/FEP/octanol/Coulomb/0500,466871,0.0408
1765,oplsaa/SM33/SM33/FEP/octanol/Coulomb/0750,91804,0.0207
1766,oplsaa/SM33/SM33/FEP/octanol/Coulomb/1000,137545,0.0432
1767,oplsaa/SM33/SM33/FEP/octanol/VDW/0000,110778,0.0133
1768,oplsaa/SM33/SM33/FEP/octanol/VDW/0050,110114,0.0242
1769,oplsaa/SM33/SM33/FEP/octanol/VDW/0100,50000,0.0461
1770,oplsaa/SM33/SM33/FEP/octanol/VDW/0200,50000,0.0232
1771,oplsaa/SM33/SM33/FEP/octanol/VDW/0300,102634,0.0373
1772,oplsaa/SM33/SM33/FEP/octanol/VDW/0400,109415,0.0379
1773,oplsaa/SM33/SM33/FEP/octanol/VDW/0500,50000,0.0238
1774,oplsaa/SM33/SM33/FEP/octanol/VDW/0600,110087,0.0213
1775,oplsaa/SM33/SM33/FEP/octanol/VDW/0650,101206,0.0413
1776,oplsaa/SM33/SM33/FEP/octanol/VDW/0700,109745,0.0346
1777,oplsaa/SM33/SM33/FEP/octanol/VDW/0750,323700,0.0273
1778,oplsaa/SM33/SM33/FEP/octanol/VDW/0800,509800,0.0307
1779,oplsaa/SM33/SM33/FEP/octanol/VDW/0850,496810,0.0372
1780,oplsaa/SM33/SM33/FEP/octanol/VDW/0900,378840,0.0241
1781,oplsaa/SM33/SM33/FEP/octanol/VDW/0950,162500,0.0268
1782,oplsaa/SM33/SM33/FEP/octanol/VDW/1000,50000,0.0238
1783,oplsaa/SM33/SM33/FEP/water/Coulomb/0000,100000,0.0291
1784,oplsaa/SM33/SM33/FEP/water/Coulomb/0250,50000,0.0022
1785,oplsaa/SM33/SM33/FEP/water/Coulomb/0500,50000,0.0039
1786,oplsaa/SM33/SM33/FEP/water/Coulomb/0750,50000,0.0428
1787,oplsaa/SM33/SM33/FEP/water/Coulomb/1000,50000,0.0024
1788,oplsaa/SM33/SM33/FEP/water/VDW/0000,50000,0.0011
1789,oplsaa/SM33/SM33/FEP/water/VDW/0050,50000,0.0029
1790,oplsaa/SM33/SM33/FEP/water/VDW/0100,50000,0.0016
1791,oplsaa/SM33/SM33/FEP/water/VDW/0200,50000,0.0016
1792,oplsaa/SM33/SM33/FEP/water/VDW/0300,50000,0.0016
1793,oplsaa/SM33/SM33/FEP/water/VDW/0400,50000,0.002
1794,oplsaa/SM33/SM33/FEP/water/VDW/0500,50000,0.0078
1795,oplsaa/SM33/SM33/FEP/water/VDW/0600,100000,0.0197
1796,oplsaa/SM33/SM33/FEP/water/VDW/0650,50000,0.0394
1797,oplsaa/SM33/SM33/FEP/water/VDW/0700,100000,0.0474
1798,oplsaa/SM33/SM33/FEP/water/VDW/0750,450000,0.0433
1799,oplsaa/SM33/SM33/FEP/water/VDW/0800,100000,0.0377
1800,oplsaa/SM33/SM33/FEP/water/VDW/0850,50000,0.0163
1801,oplsaa/SM33/SM33/FEP/water/VDW/0900,50000,0.0156
1802,oplsaa/SM33/SM33/FEP/water/VDW/0950,50000,0.0028
1803,oplsaa/SM33/SM33/FEP/water/VDW/1000,50000,0.0024
1804,oplsaa/SM34/SM34/FEP/octanol/Coulomb/0000,438275,0.0485
1805,oplsaa/SM34/SM34/FEP/octanol/Coulomb/0125,1017429,0.06
1806,oplsaa/SM34/SM34/FEP/octanol/Coulomb/0250,252009,0.0333
1807,oplsaa/SM34/SM34/FEP/octanol/Coulomb/0375,343267,0.0333
1808,oplsaa/SM34/SM34/FEP/octanol/Coulomb/0500,1046779,0.0639
1809,oplsaa/SM34/SM34/FEP/octanol/Coulomb/0750,697801,0.0445
1810,oplsaa/SM34/SM34/FEP/octanol/Coulomb/1000,383147,0.045
1811,oplsaa/SM34/SM34/FEP/octanol/VDW/0000,117222,0.0482
1812,oplsaa/SM34/SM34/FEP/octanol/VDW/0050,209414,0.0031
1813,oplsaa/SM34/SM34/FEP/octanol/VDW/0100,50000,0.0218
1814,oplsaa/SM34/SM34/FEP/octanol/VDW/0200,50000,0.0417
1815,oplsaa/SM34/SM34/FEP/octanol/VDW/0300,224198,0.038
1816,oplsaa/SM34/SM34/FEP/octanol/VDW/0400,223581,0.0176
1817,oplsaa/SM34/SM34/FEP/octanol/VDW/0500,135590,0.0262
1818,oplsaa/SM34/SM34/FEP/octanol/VDW/0600,221742,0.0156
1819,oplsaa/SM34/SM34/FEP/octanol/VDW/0650,135030,0.0251
1820,oplsaa/SM34/SM34/FEP/octanol/VDW/0700,134022,0.0343
1821,oplsaa/SM34/SM34/FEP/octanol/VDW/0750,219022,0.038
1822,oplsaa/SM34/SM34/FEP/octanol/VDW/0800,548919,0.0296
1823,oplsaa/SM34/SM34/FEP/octanol/VDW/0850,293813,0.0485
1824,oplsaa/SM34/SM34/FEP/octanol/VDW/0900,453542,0.0413
1825,oplsaa/SM34/SM34/FEP/octanol/VDW/0950,50000,0.0426
1826,oplsaa/SM34/SM34/FEP/octanol/VDW/1000,131944,0.0135
1827,oplsaa/SM34/SM34/FEP/water/Coulomb/0000,50000,0.0118
1828,oplsaa/SM34/SM34/FEP/water/Coulomb/0250,50000,0.0006
1829,oplsaa/SM34/SM34/FEP/water/Coulomb/0500,900000,0.0475
1830,oplsaa/SM34/SM34/FEP/water/Coulomb/0750,50000,0.0033
1831,oplsaa/SM34/SM34/FEP/water/Coulomb/1000,50000,0.0011
1832,oplsaa/SM34/SM34/FEP/water/VDW/0000,50000,0.0019
1833,oplsaa/SM34/SM34/FEP/water/VDW/0050,50000,0.0023
1834,oplsaa/SM34/SM34/FEP/water/VDW/0100,50000,0.0022
1835,oplsaa/SM34/SM34/FEP/water/VDW/0200,50000,0.002
1836,oplsaa/SM34/SM34/FEP/water/VDW/0300,50000,0.0258
1837,oplsaa/SM34/SM34/FEP/water/VDW/0400,50000,0.0091
1838,oplsaa/SM34/SM34/FEP/water/VDW/0500,50000,0.0046
1839,oplsaa/SM34/SM34/FEP/water/VDW/0600,50000,0.0464
1840,oplsaa/SM34/SM34/FEP/water/VDW/0650,200000,0.05
1841,oplsaa/SM34/SM34/FEP/water/VDW/0700,250000,0.0155
1842,oplsaa/SM34/SM34/FEP/water/VDW/0750,150000,0.0409
1843,oplsaa/SM34/SM34/FEP/water/VDW/0800,50000,0.0366
1844,oplsaa/SM34/SM34/FEP/water/VDW/0850,50000,0.0314
1845,oplsaa/SM34/SM34/FEP/water/VDW/0900,50000,0.0072
1846,oplsaa/SM34/SM34/FEP/water/VDW/0950,50000,0.0029
1847,oplsaa/SM34/SM34/FEP/water/VDW/1000,50000,0.0024
1848,oplsaa/SM35/SM35/FEP/octanol/Coulomb/0000,1033186,0.648
1849,oplsaa/SM35/SM35/FEP/octanol/Coulomb/0125,586735,0.0396
1850,oplsaa/SM35/SM35/FEP/octanol/Coulomb/0250,1002477,0.054
1851,oplsaa/SM35/SM35/FEP/octanol/Coulomb/0375,1044633,0.2504
1852,oplsaa/SM35/SM35/FEP/octanol/Coulomb/0500,1068851,0.0737
1853,oplsaa/SM35/SM35/FEP/octanol/Coulomb/0750,524105,0.035
1854,oplsaa/SM35/SM35/FEP/octanol/Coulomb/1000,138939,0.0307
1855,oplsaa/SM35/SM35/FEP/octanol/VDW/0000,50000,0.0417
1856,oplsaa/SM35/SM35/FEP/octanol/VDW/0050,136512,0.0189
1857,oplsaa/SM35/SM35/FEP/octanol/VDW/0100,139153,0.0304
1858,oplsaa/SM35/SM35/FEP/octanol/VDW/0200,138946,0.0057
1859,oplsaa/SM35/SM35/FEP/octanol/VDW/0300,50000,0.0154
1860,oplsaa/SM35/SM35/FEP/octanol/VDW/0400,50000,0.0265
1861,oplsaa/SM35/SM35/FEP/octanol/VDW/0500,138678,0.0259
1862,oplsaa/SM35/SM35/FEP/octanol/VDW/0600,136448,0.0318
1863,oplsaa/SM35/SM35/FEP/octanol/VDW/0650,50000,0.0413
1864,oplsaa/SM35/SM35/FEP/octanol/VDW/0700,223511,0.0483
1865,oplsaa/SM35/SM35/FEP/octanol/VDW/0750,913343,0.0487
1866,oplsaa/SM35/SM35/FEP/octanol/VDW/0800,475340,0.0358
1867,oplsaa/SM35/SM35/FEP/octanol/VDW/0850,296954,0.0425
1868,oplsaa/SM35/SM35/FEP/octanol/VDW/0900,295957,0.0223
1869,oplsaa/SM35/SM35/FEP/octanol/VDW/0950,50000,0.0361
1870,oplsaa/SM35/SM35/FEP/octanol/VDW/1000,50000,0.0153
